ratio,name
1.0931431517308101,SiII_1533*/SiIV_1403
1.0934742667800317,FeII_2613*/FeII_2389*
1.0943741149333057,AlII_1671/SiII_1527
1.0950582965338633,FeII_2600/FeII_2374
1.0953871418539163,SiII_1527/SiIV_1394
1.0964996133538272,FeII_2613*/FeII_2383
1.0977750460425078,CII_1334/Ly_alpha
1.0987419201969348,CII_1335*/Ly_alpha
1.1002119460752566,SiII_1533*/SiIV_1394
1.1003342391743391,FeII_2613*/FeII_2374
1.1034191901189976,FeII_2587/FeII_2344
1.1036746496622893,CIV_1548/SiIV_1403
1.1055092659295795,CIV_1550/SiIV_1403
1.1057884338905197,SiIV_1394/SiII_1260
1.1091878288178567,FeII_2600/FeII_2344
1.1100855548092678,AlIII_1855/AlII_1671
1.1108115457854448,CIV_1548/SiIV_1394
1.112658025572233,CIV_1550/SiIV_1394
1.1129389987687457,SiIV_1403/SiII_1260
1.1145318469225367,FeII_2613*/FeII_2344
1.1149173091078068,AlIII_1863/AlII_1671
1.1214641890434855,SiIV_1394/NV_1243
1.1249874830452158,Ly_beta/Ly_limit
1.1250698688511094,SiIV_1394/NV_1239
1.1287161209651722,SiIV_1403/NV_1243
1.132345116849004,SiIV_1403/NV_1239
1.1429948184022598,SiII_1527/CII_1335*
1.1440015202329683,SiII_1527/CII_1334
1.146495402000921,SiIV_1394/Ly_alpha
1.1466224066160502,FeII_1608/SiIV_1403
1.1480293180910763,SiII_1533*/CII_1335*
1.149040454097664,SiII_1533*/CII_1334
1.1531084645825516,AlIII_1855/FeII_1608
1.1539091978983442,SiIV_1403/Ly_alpha
1.154037023786976,FeII_1608/SiIV_1394
1.1581274802397599,AlIII_1863/FeII_1608
1.1590895972225062,CIV_1548/CII_1335*
1.15968741753411,MgII_2796/FeII_2411*
1.1601104746584252,CIV_1548/CII_1334
1.1610163286473532,CIV_1550/CII_1335*
1.1620389030673892,CIV_1550/CII_1334
1.1626639096338074,MgII_2804/FeII_2411*
1.1660698965084284,SiII_1527/SiII_1309*
1.1669200570573315,MgII_2796/FeII_2396*
1.1689690256400203,SiII_1527/OI_1306**
1.1699151126889558,MgII_2804/FeII_2396*
1.1700180770683328,SiII_1527/OI_1305*
1.1703377482818973,MgII_2796/FeII_2389*
1.1704552741238645,SiII_1527/SiII_1304
1.1712060339926877,SiII_1533*/SiII_1309*
1.1724342740590024,SiII_1527/OI_1302
1.1733415758729095,MgII_2804/FeII_2389*
1.1735757552515305,MgII_2796/FeII_2383
1.1741179327925895,SiII_1533*/OI_1306**
1.1751716049322163,SiII_1533*/OI_1305*
1.175610727690651,SiII_1533*/SiII_1304
1.176587893618376,MgII_2804/FeII_2383
1.177598444440946,SiII_1533*/OI_1302
1.177679928056161,MgII_2796/FeII_2374
1.180702600328733,MgII_2804/FeII_2374
1.1824896009297354,CIV_1548/SiII_1309*
1.1844552297121227,CIV_1550/SiII_1309*
1.1851844305227646,Ly_alpha/Ly_beta
1.1854295533803776,CIV_1548/OI_1306**
1.1864933767485433,CIV_1548/OI_1305*
1.1869367300786233,CIV_1548/SiII_1304
1.1874000691868463,CIV_1550/OI_1306**
1.188465660927292,CIV_1550/OI_1305*
1.1889097512347337,CIV_1550/SiII_1304
1.188943596777222,CIV_1548/OI_1302
1.190919953907655,CIV_1550/OI_1302
1.1910613529028018,AlII_1671/SiIV_1403
1.1928755268807627,MgII_2796/FeII_2344
1.195937200680098,MgII_2804/FeII_2344
1.1959917872214436,AlIII_1855/CIV_1550
1.1979798604177005,AlIII_1855/CIV_1548
1.198763333875703,AlII_1671/SiIV_1394
1.2011974566708739,AlIII_1863/CIV_1550
1.203194183147205,AlIII_1863/CIV_1548
1.2041937393937312,FeII_1608/CII_1335*
1.2052543426637181,FeII_1608/CII_1334
1.2077547694926785,NV_1239/Ly_beta
1.209521370239142,AlIII_1855/SiII_1533*
1.2112664320944546,SiII_1527/SiII_1260
1.2116378867847566,NV_1243/Ly_beta
1.2147859285017997,AlIII_1863/SiII_1533*
1.2148488965446402,AlIII_1855/SiII_1527
1.2166016447981989,SiII_1533*/SiII_1260
1.220136643378679,AlIII_1863/SiII_1527
1.2283225595615945,CIV_1548/SiII_1260
1.2284374527278636,SiII_1527/NV_1243
1.2285043173107086,FeII_1608/SiII_1309*
1.2288141731928808,SiII_1260/Ly_beta
1.2303643755532374,CIV_1550/SiII_1260
1.2315586733705524,FeII_1608/OI_1306**
1.232387068026777,SiII_1527/NV_1239
1.2326638937459535,FeII_1608/OI_1305*
1.2331244994710857,FeII_1608/SiII_1304
1.2338482978812426,SiII_1533*/NV_1243
1.235209460219626,FeII_1608/OI_1302
1.2378153098793128,SiII_1533*/NV_1239
1.2457353693744144,CIV_1548/NV_1243
1.24780613033109,CIV_1550/NV_1243
1.2497406001351286,CIV_1548/NV_1239
1.2499990745851468,Ly_alpha/Ly_gamma
1.2508639427623276,AlII_1671/CII_1335*
1.2518180189066863,CIV_1550/NV_1239
1.2519656511873112,AlII_1671/CII_1334
1.2558563215464458,SiII_1527/Ly_alpha
1.2584411222207184,FeII_2344/AlIII_1863
1.261387937401767,SiII_1533*/Ly_alpha
1.2639186084157288,FeII_2344/AlIII_1855
1.2695136880615738,OI_1302/Ly_beta
1.2716601754685457,SiII_1304/Ly_beta
1.2721353528143047,OI_1305*/Ly_beta
1.2732769873483303,OI_1306**/Ly_beta
1.2735403297325483,CIV_1548/Ly_alpha
1.2738037265016604,NV_1239/Ly_gamma
1.274678782371054,FeII_2374/AlIII_1863
1.2756573103179885,CIV_1550/Ly_alpha
1.2761167109417826,AlII_1671/SiII_1309*
1.2761207931850767,FeII_1608/SiII_1260
1.2764426589925948,SiII_1309*/Ly_beta
1.277899201346417,NV_1243/Ly_gamma
1.2791365278296123,FeII_2383/AlIII_1863
1.279289442819246,AlII_1671/OI_1306**
1.2799988754853813,Ly_alpha/Ly_delta
1.2802269445458478,FeII_2374/AlIII_1855
1.2804374975476251,AlII_1671/OI_1305*
1.280915954688324,AlII_1671/SiII_1304
1.282675551498895,FeII_2389*/AlIII_1863
1.2830817209907934,AlII_1671/OI_1302
1.284704092770876,FeII_2383/AlIII_1855
1.2864322689790777,FeII_2396*/AlIII_1863
1.2882585203815506,FeII_2389*/AlIII_1855
1.2920315893364054,FeII_2396*/AlIII_1855
1.2942111950074187,FeII_1608/NV_1243
1.2944553799759613,FeII_2411*/AlIII_1863
1.29601481404097,SiII_1260/Ly_gamma
1.2983722830013376,FeII_1608/NV_1239
1.3000896216966729,FeII_2411*/AlIII_1855
1.301065892785991,CII_1334/Ly_beta
1.302211816980093,CII_1335*/Ly_beta
1.3043748356792484,NV_1239/Ly_delta
1.3085686013407205,NV_1243/Ly_delta
1.3221800027489838,AlIII_1855/SiIV_1403
1.3230981415105956,FeII_1608/Ly_alpha
1.325578629571792,AlII_1671/SiII_1260
1.327118986176367,SiII_1260/Ly_delta
1.3279349185606957,AlIII_1863/SiIV_1403
1.3307298605704174,AlIII_1855/SiIV_1394
1.3333176494381822,Ly_alpha/Ly_limit
1.3365219904618024,AlIII_1863/SiIV_1394
1.3389400791826078,OI_1302/Ly_gamma
1.3412039523851438,SiII_1304/Ly_gamma
1.341705115940086,OI_1305*/Ly_gamma
1.342909183487967,OI_1306**/Ly_gamma
1.3443701500799805,AlII_1671/NV_1243
1.3462479774544263,SiII_1309*/Ly_gamma
1.3486925068270559,AlII_1671/NV_1239
1.3587089982674232,NV_1239/Ly_limit
1.3588085001174295,SiIV_1394/Ly_beta
1.3630774566162074,NV_1243/Ly_limit
1.367595215586129,SiIV_1403/Ly_beta
1.3710744516069662,OI_1302/Ly_delta
1.3722177916558018,CII_1334/Ly_gamma
1.3733926574459978,SiII_1304/Ly_delta
1.3734263834540759,CII_1335*/Ly_gamma
1.3739058488553377,OI_1305*/Ly_delta
1.3743766503757886,AlII_1671/Ly_alpha
1.375138813853978,OI_1306**/Ly_delta
1.3785577384031533,SiII_1309*/Ly_delta
1.3824005638305468,SiII_1260/Ly_limit
1.3885659938922266,AlIII_1855/CII_1335*
1.3885880838932276,FeII_2587/AlIII_1863
1.3897889845004125,AlIII_1855/CII_1334
1.394609861124556,AlIII_1863/CII_1335*
1.394632047274414,FeII_2587/AlIII_1855
1.39583817491716,AlIII_1863/CII_1334
1.3958475760511055,FeII_2600/AlIII_1863
1.401923137071129,FeII_2600/AlIII_1855
1.4025727081919268,FeII_2613*/AlIII_1863
1.403057789656932,FeII_2344/AlII_1671
1.4035066203577693,CaII_3935/MgII_2804
1.4051508244703226,CII_1334/Ly_delta
1.4063884223007252,CII_1335*/Ly_delta
1.4071089068913687,CaII_3935/MgII_2796
1.4086775409973447,FeII_2613*/AlIII_1855
1.415924922125575,CaII_3970/MgII_2804
1.416598727067187,AlIII_1855/SiII_1309*
1.419559081883411,CaII_3970/MgII_2796
1.4201207308936419,AlIII_1855/OI_1306**
1.4211614380179514,FeII_2374/AlII_1671
1.421395169863746,AlIII_1855/OI_1305*
1.4219262982242311,AlIII_1855/SiII_1304
1.4227646094707174,AlIII_1863/SiII_1309*
1.4243304841116953,AlIII_1855/OI_1302
1.4261314555892948,FeII_2383/AlII_1671
1.4263019431580595,AlIII_1863/OI_1306**
1.4275819292465324,AlIII_1863/OI_1305*
1.4281153693943636,AlIII_1863/SiII_1304
1.428187008623839,OI_1302/Ly_limit
1.4300771743355203,FeII_2389*/AlII_1671
1.4305300197324693,AlIII_1863/OI_1302
1.4306017800891966,SiII_1304/Ly_limit
1.4311363486554023,OI_1305*/Ly_limit
1.432420673216393,OI_1306**/Ly_limit
1.4331181915172773,SiIV_1394/Ly_gamma
1.4342656036796038,FeII_2396*/AlII_1671
1.4359820141916217,SiII_1309*/Ly_limit
1.4423854295282192,SiIV_1403/Ly_gamma
1.4432107090029225,FeII_2411*/AlII_1671
1.4574352459075763,FeII_2344/FeII_1608
1.4636828440012886,CII_1334/Ly_limit
1.4649719943761719,CII_1335*/Ly_limit
1.467512825310339,SiIV_1394/Ly_delta
1.4715056884515116,AlIII_1855/SiII_1260
1.476240526342474,FeII_2374/FeII_1608
1.4770024757221187,SiIV_1403/Ly_delta
1.4779105586929966,AlIII_1863/SiII_1260
1.4814031638579446,FeII_2383/FeII_1608
1.4841792607251818,NaI_5892/CaII_3970
1.4855018044225599,FeII_2389*/FeII_1608
1.4856844035357708,NaI_5898/CaII_3970
1.488421359270438,SiII_1527/Ly_beta
1.4898525621718564,FeII_2396*/FeII_1608
1.4923658839205538,AlIII_1855/NV_1243
1.4949773442577976,SiII_1533*/Ly_beta
1.4971640697082147,AlIII_1855/NV_1239
1.497311358336881,NaI_5892/CaII_3935
1.4988298187316937,NaI_5898/CaII_3935
1.4988615501720304,AlIII_1863/NV_1243
1.4991443474943609,FeII_2411*/FeII_1608
1.5011636167174576,MgII_2796/AlIII_1863
1.5036806205254836,AlIII_1863/NV_1239
1.5050165529293666,MgII_2804/AlIII_1863
1.506018677995943,CaII_3935/FeII_2613*
1.5076975759483129,MgII_2796/AlIII_1855
1.509380170441844,CIV_1548/Ly_beta
1.5115672824361914,MgII_2804/AlIII_1855
1.5116362753815673,FeII_2344/CIV_1550
1.5118891828714265,CIV_1550/Ly_beta
1.51327460965341,CaII_3935/FeII_2600
1.514149038089209,FeII_2344/CIV_1548
1.5193440119416697,CaII_3970/FeII_2613*
1.5211859588064967,CaII_3935/FeII_2587
1.5256756664493105,AlIII_1855/Ly_alpha
1.5266641444711682,CaII_3970/FeII_2600
1.5286425544875517,SiIV_1394/Ly_limit
1.528736567121742,FeII_2344/SiII_1533*
1.5311409114564365,FeII_2374/CIV_1550
1.5323163167375755,AlIII_1863/Ly_alpha
1.533686096330014,FeII_2374/CIV_1548
1.5346454936654006,CaII_3970/FeII_2587
1.5354701267560853,FeII_2344/SiII_1527
1.5364955439637429,FeII_2383/CIV_1550
1.5385274994069185,SiIV_1403/Ly_limit
1.5390496297357026,FeII_2383/CIV_1548
1.5407466101943832,FeII_2389*/CIV_1550
1.5433077624286036,FeII_2389*/CIV_1548
1.5452591696770097,FeII_2396*/CIV_1550
1.5478278230484868,FeII_2396*/CIV_1548
1.548160889953403,FeII_2587/AlII_1671
1.5484618481841643,FeII_2374/SiII_1533*
1.5538770546400638,FeII_2383/SiII_1533*
1.5548965102010543,FeII_2411*/CIV_1550
1.5552822909082396,FeII_2374/SiII_1527
1.5562546234155534,FeII_2600/AlII_1671
1.5574811835306814,FeII_2411*/CIV_1548
1.558176210794143,FeII_2389*/SiII_1533*
1.5607213494890817,FeII_2383/SiII_1527
1.5627398183264256,FeII_2396*/SiII_1533*
1.5637525896453923,FeII_2613*/AlII_1671
1.5650394419497577,FeII_2389*/SiII_1527
1.5681153173719633,FeII_1608/Ly_beta
1.5696231506061498,FeII_2396*/SiII_1527
1.569819239744964,SiII_1527/Ly_gamma
1.5724861806682477,FeII_2411*/SiII_1533*
1.576733754445076,SiII_1533*/Ly_gamma
1.579412442327342,FeII_2411*/SiII_1527
1.591924233612548,CIV_1548/Ly_gamma
1.594570457385263,CIV_1550/Ly_gamma
1.607494679350658,SiII_1527/Ly_delta
1.6081620186902201,FeII_2587/FeII_1608
1.6145751414250862,SiII_1533*/Ly_delta
1.6165694360508436,FeII_2600/FeII_1608
1.6243579963913723,FeII_2613*/FeII_1608
1.6288898076994136,AlII_1671/Ly_beta
1.6301301899429435,CIV_1548/Ly_delta
1.6318064944220958,CaII_3935/FeII_2411*
1.6328399227117312,CIV_1550/Ly_delta
1.6419836059155553,CaII_3935/FeII_2396*
1.6462448057064651,CaII_3970/FeII_2411*
1.6467926696786463,CaII_3935/FeII_2389*
1.6513488981261935,CaII_3935/FeII_2383
1.6538714524735723,FeII_1608/Ly_gamma
1.656511964827643,CaII_3970/FeII_2396*
1.6571239162350102,CaII_3935/FeII_2374
1.6613635794445487,CaII_3970/FeII_2389*
1.6659601216454931,CaII_3970/FeII_2383
1.667968474736027,FeII_2587/CIV_1550
1.6707411053278545,FeII_2587/CIV_1548
1.6711279091496003,FeII_2344/SiIV_1403
1.6717862374239252,CaII_3970/FeII_2374
1.6736733000811712,MgII_2796/AlII_1671
1.6744553986763888,SiII_1527/Ly_limit
1.6766885582527924,FeII_2600/CIV_1550
1.677969005354717,MgII_2804/AlII_1671
1.6785057786866553,CaII_3935/FeII_2344
1.679475684064816,FeII_2600/CIV_1548
1.6818307997262008,SiII_1533*/Ly_limit
1.681934233549419,FeII_2344/SiIV_1394
1.6847667698761224,FeII_2613*/CIV_1550
1.6868372647987693,FeII_2587/SiII_1533*
1.6875673239375486,FeII_2613*/CIV_1548
1.6926904650589525,FeII_2374/SiIV_1403
1.6933572877400456,CaII_3970/FeII_2344
1.6935641332903602,FeII_1608/Ly_delta
1.6942672037171143,FeII_2587/SiII_1527
1.6956559937202287,FeII_2600/SiII_1533*
1.6980337989037286,CIV_1548/Ly_limit
1.6986100609114274,FeII_2383/SiIV_1403
1.700856406481814,CIV_1550/Ly_limit
1.7031247761112616,FeII_2600/SiII_1527
1.7033096540194808,FeII_2389*/SiIV_1403
1.703636223413988,FeII_2374/SiIV_1394
1.7038255896122136,FeII_2613*/SiII_1533*
1.7082983303405825,FeII_2396*/SiIV_1403
1.7095940982472324,FeII_2383/SiIV_1394
1.7113303562678412,FeII_2613*/SiII_1527
1.7143240812059934,FeII_2389*/SiIV_1394
1.7179695411011697,AlII_1671/Ly_gamma
1.7189524995888326,FeII_2411*/SiIV_1403
1.7193450167302098,FeII_2396*/SiIV_1394
1.7300680810094604,FeII_2411*/SiIV_1394
1.7385388368565942,MgII_2796/FeII_1608
1.743001028163217,MgII_2804/FeII_1608
1.7550343986936665,FeII_2344/CII_1335*
1.7565801592812702,FeII_2344/CII_1334
1.7592005669743744,AlII_1671/Ly_delta
1.7641101040149345,FeII_1608/Ly_limit
1.7776795996609138,FeII_2374/CII_1335*
1.77924530519044,FeII_2374/CII_1334
1.7838964154358026,FeII_2383/CII_1335*
1.7854675964755593,FeII_2383/CII_1334
1.7888319727437374,FeII_2389*/CII_1335*
1.7904075008150795,FeII_2389*/CII_1334
1.7904654917982517,FeII_2344/SiII_1309*
1.794071127987059,FeII_2396*/CII_1335*
1.7949170179734195,FeII_2344/OI_1306**
1.7956512704862968,FeII_2396*/CII_1334
1.7965278051030242,FeII_2344/OI_1305*
1.7971991081212988,FeII_2344/SiII_1304
1.8002378034025552,FeII_2344/OI_1302
1.8031939184478607,MgII_2796/CIV_1550
1.8052602377002096,FeII_2411*/CII_1335*
1.8061913315866653,MgII_2796/CIV_1548
1.8068502350973445,FeII_2411*/CII_1334
1.8078220556263211,MgII_2804/CIV_1550
1.8082070459031652,AlIII_1855/Ly_beta
1.8108271620248715,MgII_2804/CIV_1548
1.8135678600007623,FeII_2374/SiII_1309*
1.8160774412333633,AlIII_1863/Ly_beta
1.8180768241981835,FeII_2374/OI_1306**
1.81970839530689,FeII_2374/OI_1305*
1.819910182477228,FeII_2383/SiII_1309*
1.8203883601449955,FeII_2374/SiII_1304
1.823466263697824,FeII_2374/OI_1302
1.8235924379672364,MgII_2796/SiII_1533*
1.8244349152078294,FeII_2383/OI_1306**
1.8249453801059625,FeII_2389*/SiII_1309*
1.8260721921687089,FeII_2383/OI_1305*
1.8267545349472105,FeII_2383/SiII_1304
1.8282729306608787,MgII_2804/SiII_1533*
1.8294826315442094,FeII_2389*/OI_1306**
1.8298432023966178,FeII_2383/OI_1302
1.8302903047845462,FeII_2396*/SiII_1309*
1.8311244384061525,FeII_2389*/OI_1305*
1.8316247364638367,MgII_2796/SiII_1527
1.8318086690419635,FeII_2389*/SiII_1304
1.8324806449217688,AlII_1671/Ly_limit
1.8348408449860898,FeII_2396*/OI_1306**
1.8349058819960704,FeII_2389*/OI_1302
1.8363258451205877,MgII_2804/SiII_1527
1.8364874603941457,FeII_2396*/OI_1305*
1.8371736950138848,FeII_2396*/SiII_1304
1.8402799791271254,FeII_2396*/OI_1302
1.8417053031687676,FeII_2411*/SiII_1309*
1.8439546040991057,FeII_2587/SiIV_1403
1.8462842237911177,FeII_2411*/OI_1306**
1.8479411086696358,FeII_2411*/OI_1305*
1.848631623138891,FeII_2411*/SiII_1304
1.851757280259813,FeII_2411*/OI_1302
1.8535947372265695,FeII_2600/SiIV_1403
1.8558785098165167,FeII_2587/SiIV_1394
1.8598634220234636,FeII_2344/SiII_1260
1.862525275028301,FeII_2613*/SiIV_1403
1.8655809807251058,FeII_2600/SiIV_1394
1.874569267720075,FeII_2613*/SiIV_1394
1.8838612314081131,FeII_2374/SiII_1260
1.8862290112519753,FeII_2344/NV_1243
1.8904493804892823,FeII_2383/SiII_1260
1.8922935275556358,FeII_2344/NV_1239
1.8956797409375796,FeII_2389*/SiII_1260
1.901231833367568,FeII_2396*/SiII_1260
1.9070931711787154,AlIII_1855/Ly_gamma
1.9105670157160741,FeII_2374/NV_1243
1.913089273823428,FeII_2411*/SiII_1260
1.9153939778936901,AlIII_1863/Ly_gamma
1.9167097824463744,FeII_2374/NV_1239
1.9172485589843613,FeII_2383/NV_1243
1.9225530654873977,FeII_2389*/NV_1243
1.923412807903644,FeII_2383/NV_1239
1.9281838648733025,FeII_2396*/NV_1243
1.9283298652323522,FeII_2344/Ly_alpha
1.9287343692107255,FeII_2389*/NV_1239
1.9343832724824654,FeII_2396*/NV_1239
1.9365386348375475,FeII_2587/CII_1335*
1.9382442567332392,FeII_2587/CII_1334
1.9402093974592938,FeII_2411*/NV_1243
1.9464474690048041,FeII_2411*/NV_1239
1.9466627941876806,FeII_2600/CII_1335*
1.948377333017717,FeII_2600/CII_1334
1.9528631374105272,AlIII_1855/Ly_delta
1.953211096826351,FeII_2374/Ly_alpha
1.9560417297886357,FeII_2613*/CII_1335*
1.9577645291912378,FeII_2613*/CII_1334
1.9600417729283628,FeII_2383/Ly_alpha
1.9613631623119978,AlIII_1863/Ly_delta
1.965464676642125,FeII_2389*/Ly_alpha
1.9712211561343822,FeII_2396*/Ly_alpha
1.9756339828960396,FeII_2587/SiII_1309*
1.9805458823030369,FeII_2587/OI_1306**
1.9823232557330395,FeII_2587/OI_1305*
1.9830639843657882,FeII_2587/SiII_1304
1.9835151000259035,FeII_2411*/Ly_alpha
1.9859625314209988,FeII_2600/SiII_1309*
1.9864169390520507,FeII_2587/OI_1302
1.990900110074159,FeII_2600/OI_1306**
1.992686775553133,FeII_2600/OI_1305*
1.9934313766904517,FeII_2600/SiII_1304
1.9934475851119766,MgII_2796/SiIV_1403
1.9955308114249735,FeII_2613*/SiII_1309*
1.9968018605119076,FeII_2600/OI_1302
1.9985640336467576,MgII_2804/SiIV_1403
